feature_id,name_zh,dimension,platform_a,platform_b,result,verification,scope,rationale,confidence,confidence_rationale,device_requirement,device_state
app.desktop.widget,桌面小组件,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.desktop.widget,桌面小组件,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.desktop.widget,桌面小组件,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.desktop.widget,桌面小组件,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.desktop.widget,桌面小组件,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.desktop.widget,桌面小组件,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.desktop.widget,桌面小组件,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions,扩展点,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.extensions.share,分享扩展,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install,安装与更新,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.instant,轻量即用安装,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.install.package_update,应用安装更新,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle,组件生命周期,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.activity_ability,界面组件生命周期,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
app.lifecycle.process,进程与内存回收,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,availability,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,availability,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,programming_model,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,programming_model,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,programming_model,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,lifecycle_background,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,lifecycle_background,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,lifecycle_background,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,permissions_privacy,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,permissions_privacy,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,permissions_privacy,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,limits_precision,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,limits_precision,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,limits_precision,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,device_forms,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,device_forms,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,device_forms,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,api_surface,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,api_surface,android,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce,商业与增长,api_surface,harmonyos,ios,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
commerce.ads,广告,availability,android,harmonyos,unknown,unreviewed,,,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
