feature_id,parent,level,name_zh,role,platform,support,verification,article_status,state,conclusion,confirmed_support,total_support,confirmed_comparisons,total_comparisons,confidence,confidence_rationale,device_requirement,device_state
digital_wellbeing.focus.drive_mode,digital_wellbeing.focus,L3,驾驶专注,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.drive_mode,digital_wellbeing.focus,L3,驾驶专注,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.intent_filter,digital_wellbeing.focus,L3,专注意图过滤,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.intent_filter,digital_wellbeing.focus,L3,专注意图过滤,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.intent_filter,digital_wellbeing.focus,L3,专注意图过滤,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.profile_config,digital_wellbeing.focus,L3,专注配置档,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.profile_config,digital_wellbeing.focus,L3,专注配置档,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.profile_config,digital_wellbeing.focus,L3,专注配置档,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.schedule,digital_wellbeing.focus,L3,专注时间表,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.schedule,digital_wellbeing.focus,L3,专注时间表,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.schedule,digital_wellbeing.focus,L3,专注时间表,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.sleep_mode,digital_wellbeing.focus,L3,睡眠专注,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.sleep_mode,digital_wellbeing.focus,L3,睡眠专注,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.sleep_mode,digital_wellbeing.focus,L3,睡眠专注,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.status,digital_wellbeing.focus,L3,专注模式状态,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.status,digital_wellbeing.focus,L3,专注模式状态,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.focus.status,digital_wellbeing.focus,L3,专注模式状态,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental,digital_wellbeing,L2,家长控制,rollup,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental,digital_wellbeing,L2,家长控制,rollup,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental,digital_wellbeing,L2,家长控制,rollup,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.account_link,digital_wellbeing.parental,L3,亲子账号关联,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.account_link,digital_wellbeing.parental,L3,亲子账号关联,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.account_link,digital_wellbeing.parental,L3,亲子账号关联,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.ask_to_buy,digital_wellbeing.parental,L3,购买与下载审批,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.ask_to_buy,digital_wellbeing.parental,L3,购买与下载审批,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.ask_to_buy,digital_wellbeing.parental,L3,购买与下载审批,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.communication_limit,digital_wellbeing.parental,L3,通信限制,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.communication_limit,digital_wellbeing.parental,L3,通信限制,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.communication_limit,digital_wellbeing.parental,L3,通信限制,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.content_restrict,digital_wellbeing.parental,L3,内容分级限制,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.content_restrict,digital_wellbeing.parental,L3,内容分级限制,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.content_restrict,digital_wellbeing.parental,L3,内容分级限制,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.device_supervise,digital_wellbeing.parental,L3,设备监督配置,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.device_supervise,digital_wellbeing.parental,L3,设备监督配置,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.device_supervise,digital_wellbeing.parental,L3,设备监督配置,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.family_auth,digital_wellbeing.parental,L3,家庭监护授权,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.family_auth,digital_wellbeing.parental,L3,家庭监护授权,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.family_auth,digital_wellbeing.parental,L3,家庭监护授权,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.location_share,digital_wellbeing.parental,L3,家庭位置共享,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.location_share,digital_wellbeing.parental,L3,家庭位置共享,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.location_share,digital_wellbeing.parental,L3,家庭位置共享,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.remote_manage,digital_wellbeing.parental,L3,远程家长管理,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.remote_manage,digital_wellbeing.parental,L3,远程家长管理,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.remote_manage,digital_wellbeing.parental,L3,远程家长管理,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.screen_distance,digital_wellbeing.parental,L3,屏幕距离提醒,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.screen_distance,digital_wellbeing.parental,L3,屏幕距离提醒,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.parental.screen_distance,digital_wellbeing.parental,L3,屏幕距离提醒,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time,digital_wellbeing,L2,屏幕使用时间,rollup,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time,digital_wellbeing,L2,屏幕使用时间,rollup,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time,digital_wellbeing,L2,屏幕使用时间,rollup,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.category_stats,digital_wellbeing.screen_time,L3,类别使用统计,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.category_stats,digital_wellbeing.screen_time,L3,类别使用统计,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.category_stats,digital_wellbeing.screen_time,L3,类别使用统计,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.events,digital_wellbeing.screen_time,L3,使用事件流,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.events,digital_wellbeing.screen_time,L3,使用事件流,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.events,digital_wellbeing.screen_time,L3,使用事件流,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.notification_stats,digital_wellbeing.screen_time,L3,通知使用统计,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.notification_stats,digital_wellbeing.screen_time,L3,通知使用统计,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.notification_stats,digital_wellbeing.screen_time,L3,通知使用统计,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.pickup_stats,digital_wellbeing.screen_time,L3,拿起次数统计,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.pickup_stats,digital_wellbeing.screen_time,L3,拿起次数统计,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.pickup_stats,digital_wellbeing.screen_time,L3,拿起次数统计,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.report_ui,digital_wellbeing.screen_time,L3,使用报告界面,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.report_ui,digital_wellbeing.screen_time,L3,使用报告界面,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.report_ui,digital_wellbeing.screen_time,L3,使用报告界面,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.token_auth,digital_wellbeing.screen_time,L3,屏幕时间授权令牌,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.token_auth,digital_wellbeing.screen_time,L3,屏幕时间授权令牌,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.token_auth,digital_wellbeing.screen_time,L3,屏幕时间授权令牌,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.unlock_count,digital_wellbeing.screen_time,L3,解锁次数统计,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.unlock_count,digital_wellbeing.screen_time,L3,解锁次数统计,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.unlock_count,digital_wellbeing.screen_time,L3,解锁次数统计,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.usage_query,digital_wellbeing.screen_time,L3,使用时长查询,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.usage_query,digital_wellbeing.screen_time,L3,使用时长查询,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
digital_wellbeing.screen_time.usage_query,digital_wellbeing.screen_time,L3,使用时长查询,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed,,L1,分布式与多端,rollup,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed,,L1,分布式与多端,rollup,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed,,L1,分布式与多端,rollup,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion,distributed,L2,配件关联与虚拟外设,rollup,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion,distributed,L2,配件关联与虚拟外设,rollup,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion,distributed,L2,配件关联与虚拟外设,rollup,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.pairing,distributed.companion,L3,配件信任配对,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.pairing,distributed.companion,L3,配件信任配对,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.pairing,distributed.companion,L3,配件信任配对,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.richeditor,distributed.companion,L3,控件级跨端互通,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.richeditor,distributed.companion,L3,控件级跨端互通,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.richeditor,distributed.companion,L3,控件级跨端互通,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.state,distributed.companion,L3,配件关联状态,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.state,distributed.companion,L3,配件关联状态,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.state,distributed.companion,L3,配件关联状态,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_camera,distributed.companion,L3,虚拟相机共享,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_camera,distributed.companion,L3,虚拟相机共享,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_camera,distributed.companion,L3,虚拟相机共享,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_keyboard_mouse,distributed.companion,L3,虚拟键鼠共享,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_keyboard_mouse,distributed.companion,L3,虚拟键鼠共享,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_keyboard_mouse,distributed.companion,L3,虚拟键鼠共享,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_wear,distributed.companion,L3,虚拟穿戴外设,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_wear,distributed.companion,L3,虚拟穿戴外设,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.companion.virtual_wear,distributed.companion,L3,虚拟穿戴外设,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity,distributed,L2,任务接续,rollup,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity,distributed,L2,任务接续,rollup,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity,distributed,L2,任务接续,rollup,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.device_picker,distributed.continuity,L3,接续设备选择,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.device_picker,distributed.continuity,L3,接续设备选择,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.device_picker,distributed.continuity,L3,接续设备选择,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.handoff,distributed.continuity,L3,跨设备活动接续,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.handoff,distributed.continuity,L3,跨设备活动接续,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.handoff,distributed.continuity,L3,跨设备活动接续,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.migration,distributed.continuity,L3,应用跨端迁移,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.migration,distributed.continuity,L3,应用跨端迁移,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.migration,distributed.continuity,L3,应用跨端迁移,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.multi_device,distributed.continuity,L3,多端协同会话,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.multi_device,distributed.continuity,L3,多端协同会话,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.multi_device,distributed.continuity,L3,多端协同会话,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.spec,distributed.continuity,L3,接续兼容规格,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.spec,distributed.continuity,L3,接续兼容规格,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.spec,distributed.continuity,L3,接续兼容规格,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.state,distributed.continuity,L3,接续状态回调,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.state,distributed.continuity,L3,接续状态回调,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.continuity.state,distributed.continuity,L3,接续状态回调,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync,distributed,L2,跨端数据同步,rollup,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync,distributed,L2,跨端数据同步,rollup,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync,distributed,L2,跨端数据同步,rollup,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.cloud_bridge,distributed.data_sync,L3,端云桥接同步,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.cloud_bridge,distributed.data_sync,L3,端云桥接同步,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.cloud_bridge,distributed.data_sync,L3,端云桥接同步,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.conflict,distributed.data_sync,L3,跨端同步冲突处理,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.conflict,distributed.data_sync,L3,跨端同步冲突处理,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.conflict,distributed.data_sync,L3,跨端同步冲突处理,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.data_object,distributed.data_sync,L3,分布式数据对象,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.data_object,distributed.data_sync,L3,分布式数据对象,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.data_object,distributed.data_sync,L3,分布式数据对象,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.distributed_db,distributed.data_sync,L3,分布式数据库同步,leaf,android,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.distributed_db,distributed.data_sync,L3,分布式数据库同步,leaf,ios,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
distributed.data_sync.distributed_db,distributed.data_sync,L3,分布式数据库同步,leaf,harmonyos,unknown,unreviewed,stub,not_started,unknown,0,3,0,21,unassessed,尚未逐条评估证据和适用范围,unassessed,unassessed
